"lambda";"moy"
1040;0,2306785566
1041;0,2214162658
1042;0,2254078754
1043;0,2246365096
1044;0,2205181754
1045;0,2050588748
1046;0,2027614746
1047;0,2127338714
1048;0,2271343528
1049;0,2363804496
1050;0,2259497604
1051;0,2231603742
1052;0,225
1053;0,2189616918
1054;0,216845026
1055;0,221695789
1056;0,2238665752
1057;0,2253991958
1058;0,2294667234
1059;0,2239385168
1060;0,2054834128
1061;0,2221980928
1062;0,2447381472
1063;0,2695835214
1064;0,2537234148
1065;0,2009011146
1066;0,1960094062
1067;0,1944257784
1068;0,1929704024
1069;0,1976503202
1070;0,2045135794
1071;0,1940715966
1072;0,1768541004
1073;0,1496697444
1074;0,137929164
1075;0,133025844
