"lambda";"moy"
938;0,5111110969
939;0,5110489162
940;0,5105990267
941;0,5100488059
942;0,5102283655
943;0,5102429974
944;0,5100489613
945;0,5097336939
946;0,5094640681
947;0,5095536094
948;0,5093852167
949;0,5089899909
950;0,5089517049
951;0,5087478432
952;0,5080160078
953;0,5071344314
954;0,5061642763
955;0,5064444365
956;0,506855031
957;0,5074898311
958;0,5064660724
959;0,5050057387
960;0,5048972614
961;0,5055861514
962;0,5071879148
963;0,506834448
964;0,5061220589
965;0,5054434395
966;0,5048724923
967;0,5043732432
968;0,5051757577
969;0,5056996925
970;0,505374956
971;0,5056489808
972;0,5061781863
973;0,5057401543
974;0,5054057772
975;0,5052476155
976;0,5041554051
977;0,5030466266
978;0,5036916885
979;0,504506315
980;0,5054892533
981;0,5070947871
982;0,5082530191
983;0,5075164919
984;0,5061037816
985;0,5042054992
986;0,5049773973
987;0,5059836744
988;0,5073130745
989;0,5062315275
990;0,5043414776
991;0,505769631
992;0,5063150686
993;0,505663287
994;0,5050998861
995;0,5044803947
996;0,5035595982
997;0,5037693022
998;0,5050085719
999;0,5066317624
1000;0,5077359477
1001;0,5072246584
1002;0,5064935745
1003;0,5056539049
1004;0,5081081834
1005;0,508578285
1006;0,5055104696
1007;0,5062270704
1008;0,5079699734
1009;0,5062833752
1010;0,5057739817
1011;0,5066856202
1012;0,5045606007
1013;0,5023568273
1014;0,5025579002
1015;0,5031290775
1016;0,5040199805
1017;0,5059044092
1018;0,5078965724
1019;0,5097106597
1020;0,504746977
1021;0,4966254853
1022;0,5030247304
1023;0,5068496495
1024;0,506688597
1025;0,5061135193
1026;0,5053758957
1027;0,5049064791
1028;0,5066182024
1029;0,5105417605
1030;0,5058866496
1031;0,5000147978
1032;0,4952412425
1033;0,4981734167
1034;0,5066057747
1035;0,5077827106
1036;0,5093405238
1037;0,5121625001
1038;0,5090534392
1039;0,5037517696
1040;0,5061692719
1041;0,5077903183
1042;0,5078990069
1043;0,5097119954
1044;0,5111904124
1045;0,5087900973
1046;0,5071592662
1047;0,5063083098
1048;0,5117308913
1049;0,5136883815
1050;0,5031882469
1051;0,5006856572
1052;0,5037505827
1053;0,5008229902
1054;0,5002363028
1055;0,5042286998
1056;0,5075398002
1057;0,5097327204
1058;0,5039691583
1059;0,5021071221
1060;0,5043208023
1061;0,5096607574
1062;0,5115810881
1063;0,4958685508
1064;0,4782577086
1065;0,4589038578
1066;0,4644582625
1067;0,4631654033
1068;0,4410098888
1069;0,4269774309
1070;0,4174503724
1071;0,4182701314
1072;0,4121947018
1073;0,3963533713
1074;0,3735295288
1075;0,3500564521
