"lambda";"moy"
1016;0,6940490193
1017;0,6895235668
1018;0,6875330243
1019;0,6929083101
1020;0,6948913459
1021;0,6950422875
1022;0,6929996904
1023;0,6940894568
1024;0,6999326502
1025;0,6995990654
1026;0,6950340923
1027;0,6763199863
1028;0,6731307246
1029;0,686131317
1030;0,6921563316
1031;0,6964220513
1032;0,6989311571
1033;0,7011019267
1034;0,702985483
1035;0,7090647675
1036;0,7146665484
1037;0,7192481295
1038;0,7073984067
1039;0,6889602874
1040;0,6772525663
1041;0,6705117125
1042;0,6707591636
1043;0,6856643237
1044;0,698226065
1045;0,6709305799
1046;0,6797757988
1047;0,7212515202
1048;0,7179625567
1049;0,7112977593
1050;0,7111614912
1051;0,7088400287
1052;0,705109489
1053;0,6979262793
1054;0,694695278
1055;0,6988109661
1056;0,6908578537
1057;0,6825442639
1058;0,7109521491
1059;0,7195446491
1060;0,7034936388
1061;0,6959715145
1062;0,6890749242
1063;0,6821927291
1064;0,6804565908
1065;0,6824785676
1066;0,6755886683
1067;0,6821221422
1068;0,7251053815
1069;0,7153273955
1070;0,6809419434
1071;0,687349802
1072;0,6803119111
1073;0,6538185831
1074;0,6586652169
1075;0,6705509351
