"lambda";"moy"
688;0,78244279
689;0,7823667664
690;0,7821481526
691;0,7818554612
692;0,7819997718
693;0,7819113922
694;0,781430984
695;0,7813864688
696;0,7814646632
697;0,7813100632
698;0,7811048264
699;0,7808430486
700;0,780786868
701;0,7807149032
702;0,7804379352
703;0,7802981298
704;0,780261179
705;0,7802021906
706;0,7799768748
707;0,7793871818
708;0,7793581476
709;0,779582994
710;0,7793347768
711;0,7790727348
712;0,7787901846
713;0,7785999812
714;0,7784228518
715;0,7781547446
716;0,7779838458
717;0,777909375
718;0,7778337326
719;0,7777097474
720;0,7774333684
721;0,7772487876
722;0,777125393
723;0,7769854756
724;0,776767835
725;0,7764001484
726;0,7760528454
727;0,7757194204
728;0,7754478866
729;0,7751928638
730;0,7749585872
731;0,7748926232
732;0,7748456154
733;0,7746855774
734;0,7744450474
735;0,7741362852
736;0,7740023076
737;0,7738360582
738;0,7735301114
739;0,7732603506
740;0,773010606
741;0,7725528348
742;0,7721635114
743;0,7718910902
744;0,7718754144
745;0,7718984024
746;0,7714519326
747;0,7711343198
748;0,770962545
749;0,770829349
750;0,7706856654
751;0,770469279
752;0,7702627162
753;0,7700634802
754;0,7695925464
755;0,7691770876
756;0,7689448686
757;0,7687907508
758;0,7686699402
759;0,7683935868
760;0,768132401
761;0,7678953648
762;0,7678184468
763;0,767753193
764;0,7674426986
765;0,7672448662
766;0,767161935
767;0,7667636188
768;0,7663835936
769;0,7662376676
770;0,7661595438
771;0,7661271412
772;0,7654454832
773;0,764905031
774;0,7647054802
775;0,7644966648
776;0,7642857386
777;0,7641202056
778;0,7639284588
779;0,7637020894
780;0,7635870706
781;0,7634458582
782;0,7630202654
783;0,7627341676
784;0,7625741742
785;0,7623069344
786;0,7620059272
787;0,7616491498
788;0,7614554912
789;0,7613582744
790;0,7608026852
791;0,7603801192
792;0,7602034138
793;0,7600629086
794;0,7599122302
795;0,7595550684
796;0,7591778486
797;0,758777336
798;0,7583286928
799;0,757931476
800;0,7577979852
801;0,7576009082
802;0,7573517006
803;0,7575451448
804;0,757596432
805;0,7572251262
806;0,7568353528
807;0,7564348776
808;0,7561220636
809;0,7556660146
810;0,7549935544
811;0,7548571252
812;0,7548727308
813;0,7547503454
814;0,7543278452
815;0,7535838078
816;0,7535875088
817;0,7536522636
818;0,753500451
819;0,7532544676
820;0,7529394428
821;0,7525778508
822;0,75228734
823;0,752155953
824;0,7518249646
825;0,7514123734
826;0,7512304344
827;0,7509786496
828;0,7506333384
829;0,750424827
830;0,750282262
831;0,750304863
832;0,7498640372
833;0,748998082
834;0,7490038526
835;0,7489978202
836;0,7486363776
837;0,7483141048
838;0,7480122744
839;0,7476578876
840;0,7474511688
841;0,7475201594
842;0,7474079808
843;0,7472325322
844;0,7471331894
845;0,7467476758
846;0,7460164314
847;0,745590986
